trader,realized_pnl,unrealized_pnl,net_pnl,tokens_traded
8fodR88Z3N81F2Nh7QCRcLgZxgpsKQdwStSxYt5NBDsj,576.9603533176667,-507.6914598799152,69.26889343775144,1
8NFhvELvLXhpEESAmHfVpDX34SqwHAKWKNzy2sx9ebA5,0.0,-1590.4484978050737,-1590.4484978050737,2
AwGBZmenTeE5YZohxmHCBo1igxMiLgKfrfWoi15kWN3P,0.0,-118.38747477742665,-118.38747477742665,1
Au2EaML6m8PQ8KWkE6d5YJPRynTHHB9SPCkHVj3f85so,10.903478902380243,0.0,10.903478902380243,1
98FDP5CL2HC9aq8qV8GAP9cy8UeVwRvAsRKSuKsF32CC,0.0,-1753.514688437264,-1753.514688437264,1
CMbJN6oELnYfDYvSXDgEpwChd7JRLYXxTong1uWqvGig,609.5329100636961,-751.9188146769538,-142.3859046132577,4
6DGahjNa4mTuhEzhdDDzTvXYAComSFAhXXoGKSv6wnjN,-1836.409904106958,-9334.495087187302,-11170.904991294261,8
2YFR58tAhCKimXK7rTbVEugkQV4xcbFEUZy66SLGjFv7,-81.81675869630726,-225.26851057409914,-307.0852692704064,5
9MNRCXVb5aN7XkUAtXzvRqpRW1VmefqPkBRvaNjfhXYz,1.275015079001978,-17.852056983178237,-16.57704190417626,1
8HazYECxLpjuGKqdcfiQJMZghwaQpP2EsfNT3hDUz5U9,0.0,-303.016713948504,-303.016713948504,1
pZ5AY1pkMqC76jqvzSsAjahp28zixsQ7ht7nYvmVQBj,0.0,-3438.4261995673564,-3438.4261995673564,2
Gc368BkWc6yPWUcoYwC2epijzS2H4nXvWK3TT26TEape,546.6652017601446,-169.28312857942768,377.3820731807169,1
HoRnKDYmSygvjxSHfkmqwajiSagFt7krTLooZ1zdHjBt,-118.17509452396371,0.0,-118.17509452396371,1
8Pak7BFHaSYg9pBTmNkJarh5dMKbhLGpAsoWbABoK6L1,0.0,0.3656967179762969,0.3656967179762969,1
8X929MqEwLqkj6AKXERBLQEEC3Qsg2cig1wfzPiYY2Ne,372.00702613531433,-1483.7930844854313,-1111.786058350117,5
4YkegNF9jpRc9x45u2EuyJeYMVHFu5vbvySJtAT7FcPQ,0.0,-376.568865691635,-376.568865691635,2
PCxzMxjDMnRkev7t1oBRFZbQ9cMff6UqCiZRnWp2T9r,8.737377119292113,0.0,8.737377119292113,1
4tJNt2GFhqmHQsQFD82d8BidwNRAVXb4HsbgRc2efJUS,437.7084256090553,-1157.051259959164,-719.3428343501088,3
gE5YmR9jzLFkMHpuEAY8Rbxxoy5N4eanpigJzPmSRNU,0.0,-362.30079334949227,-362.30079334949227,1
6MnUGWLLSn7SiEshs61GTiZGgyiARDtXnv8s1DeyZFXc,0.0,-431.9834247627572,-431.9834247627572,1
8pBw4PN2dLxrEkSnhEkZH3jnTvCDYk62cuDtkah1yqC4,-120.33840612191057,-214.53056246011803,-334.86896858202863,1
3vuVwVKWFJ8eNuE2qzJdcuLrc2e13Q8X1crXapBUBuKF,243.545703585895,-150.76241030535374,92.78329328054127,1
8yPBAyLyKrZiKsuYWrdSG5p2wy2rh9w7b9jGBQDgsuij,0.0,-103.75867588515156,-103.75867588515156,1
EF6jNbadymQadeR44KokpGqZFk1t9j1NRAgLuf26aA3g,0.0,-280.88534676354203,-280.88534676354203,1
2kbxWhozoTxPmqj79voZfsr1q5egV6w9ptfhCoAm85wW,10.047118000000012,0.0,10.047118000000012,1
27ybNPwCQ3ppaHWY4wJpEPjjEBhq8CxZPWhdG2ANLvcy,-11.913133123644968,0.0,-11.913133123644968,1
DGDzgzDtMVvkbm4zSnoFiADWaFsKbT2iCY3vr4GdSGcm,0.0,-779.2700241274874,-779.2700241274874,1
3nNQmgKm5MbCsexyEHteucFGyXtsrvAEX9uQRkPHM91w,0.0,-390.8297928182726,-390.8297928182726,2
AoCz4dLX1B3BjGm2TiFefcaHmscjLj5iVeW4bRYbgKFm,0.0,-125.41627147174754,-125.41627147174754,1
B4Vwozy1FGtp8SELXSXydWSzavPUGnJ77DURV2k4MhUV,0.0,2.7915354611422813,2.7915354611422813,1
4EMagsVXxNd7ZKTg4D3BP3haGbjsR9prM5GJkvyWN7vA,0.0,225.28702929120158,225.28702929120158,1
AsYUomJQkVryNSf2LcAM1kDj6TmNTha5Bxz8tt94tfHx,0.0,-436.8549806958799,-436.8549806958799,1
3ewYavZpRY7XLwVgM5N4dgayzKyXEoJX9vW7CST5i3ZX,0.0,412.50113129462477,412.50113129462477,1
GT8mENb1X4ChKwmXKd3QGmq4QanuSrbPL51u8bFFQEuN,0.0,-246.1964886537932,-246.1964886537932,1
FiGXbVAafqbafJsxW3V9ftMsecj9TMufKtGcvh4sWJNy,0.0,573.7713043678918,573.7713043678918,3
E7zPoHRJLi1K51XhcPVumhnxTf3aPE37ALgK9TCbKLBA,313.4457885645254,0.0,313.4457885645254,1
9Fe2z9M1qUegK3JwnjYEC4PNL4hm7FQsb3YuhpVJ3P2H,0.0,-180.22209756009445,-180.22209756009445,1
GE46sU1yLXCAfyKYRzYkBZskbWs5mRqxgpAGvyxDFeT4,0.0,-191.00356266044457,-191.00356266044457,1
GP9abEnrLnQJTrVdvxEbfrfftxqjUnoFDZw3jCiYHdgP,0.0,-308.2639215309172,-308.2639215309172,2
FA3qhgWQ8AqFawPTLGvoK3TfaKnoZprjx9SubLHM86Qe,124.34132325017117,-524.6830555937624,-400.3417323435913,2
8m7zmhg4rs1RqVcGSEPDXEQp4LgERwU9yhRzMhmvTNCz,72.99017001079562,-768.1272233890704,-695.1370533782748,2
EBRcbfJnAJcJDVNEXAqaHq6yBJGS1pxeHHUpyhZvRE3p,-310.5443733169343,-118.13985514742416,-428.68422846435845,1
1Xnc3pCUh1SWppqnV44eVEnf2GCbjEwsW5foYK7orRW,0.0,-668.605170494181,-668.605170494181,3
3SHUhdmRLN5m9igyzN242LPshhxxXbfN4yN4XMqyugRn,-20.424833852280535,-170.03729336182437,-190.4621272141049,1
HdDrG2Qq6MEMXHhMns8JvbnMUqNfPzNctguMhVjq15rW,0.0,-427.5413132370444,-427.5413132370444,2
8GKZAErZxaK7vWcUJjTTVrW4HsTTWdfAqGi3oR4cQ5Us,0.0,-1612.0664648185898,-1612.0664648185898,2
AGd1gs4QSFNSb4yGo17iTWdQszmgcoEzX9HxogADyfRo,0.0,-201.80157311790634,-201.80157311790634,1
4yaPz7YjYQwYRKGU541heH1hsZJUhuuK4QjPQoTDm2G9,0.0,-12.93785952817841,-12.93785952817841,1
9tsT6XSUwXtaP5dgr25UaUs8MfqaYteC3n7KmTcPHT9y,0.0,-109.51823368533013,-109.51823368533013,2
GFVsgtcaYZ4GtwHqzHmbbX1JoNeAHkHJXgq3UEqiUhgX,0.0,-248.95635319812317,-248.95635319812317,1
CjEGm2AqmNBc1Mzwst41JSNc8id9wFrq6fus92PBcPj6,0.0,-32.16435255453227,-32.16435255453227,1
49rc6cKhfFvJjbAsmBSsdXJR51GZtQwQbQUDLvKerNW1,-5.776880158857416,0.0,-5.776880158857416,1
xYHPcXd25FJVpfmZ62KDRPmUfXMHPtyKV52XqciPeMk,0.0,-335.58862472115607,-335.58862472115607,1
4F4sVqhZagN1VrvDMhSny2R71YMEJbrVw3ojjZsvW34N,0.0,-413.6626660425802,-413.6626660425802,1
AkW3P82gQ4pXBKfUTWB9Cc64CoufPp47U3JWrBzeADAN,-0.9677618160723753,0.0,-0.9677618160723753,1
8VM5RhrYH26EwFBG2MGD7vgnB3EWH6ZBYu4fBYX9pySY,0.0,-85.60647551149913,-85.60647551149913,1
4kBkso8rRPpfysx89phvAjT4PDCkE36eH3FJQVpiiqxG,43.494126267615,-50.696592723805686,-7.202466456190685,1
CqoSQCxVCgpCid9eHgeFaHJomvVsGFSeVGkc52tZpu4o,-0.641203899774883,-31.67612305847757,-32.31732695825245,1
9k7ui9EHKJ4j9kkwgvwHocnkDVWFNjZDUmmwVLNbvmQY,0.0,-223.11735405925407,-223.11735405925407,1
BFoUkwHRGTcm6CGpsyMpNJSC9nZVqhG6K8eob42f7XRU,387.4677385701353,-1474.7633184332697,-1087.2955798631344,3
94Qyb4SEbo913gPz49bL5nkMtFnMDM2tcKZxgiCkyHYc,0.0,-204.07236714155275,-204.07236714155275,2
GLVYXgvmDNBsLutKz7VU5t6sjzvZBjn4ULcyWbRBHzQB,0.0,-254.0024422042688,-254.0024422042688,1
8qbjQZjeTf8PwtKsXBiYzxX1LAqo86HpHF3LGkDmMVbH,0.0,-1855.4703911699637,-1855.4703911699637,4
FSjkbAQArfGu5XtR9kqrhjmCqSHqjF2XALXMMiZiLs1g,0.0,-557.8383920534917,-557.8383920534917,1
6XCoF9pzwJrVSYVxzcjSvW7Tkbh4BWbXd2LitP9DF8pJ,0.0,-194.18159528148374,-194.18159528148374,1
EjEZakvLzz87Hyp5kXJMN7iJc3iGSgYwwHjphd2bcoPB,373.8790938553358,-110.02177767344372,263.8573161818921,1
7pUfU3XVQZUv3dELgfa9D1H7WwgbNTFGexjgZfwDJAUN,0.0,-222.00002083430206,-222.00002083430206,2
4TCVoed3eWhLZHW5JKkdDuwuo3YiqBwFqGU2r664B6Gy,25.475683977089716,-35.31237852824101,-9.836694551151297,2
CBLzBCXUdNZp9hubdwHwLbUaDnMahKTAjc9Lny1yhuCJ,0.0,-893.3407205658679,-893.3407205658679,3
BhdNFBn3ja98QP9uDXNKMvnBWPR4ai4YSyDgKNWvMm6b,0.0,-374.61305468392567,-374.61305468392567,2
5abbVUNwzuZUtZpUktsp3iWqj1bs6z8RPvtkv6zDmthY,0.0,-290.4652119475523,-290.4652119475523,1
3wHGqA8X2FgANH716EC9uuyMSjCtv68BEU5Vsq2mKuPS,30.326068452615942,-242.47772234637262,-212.15165389375667,2
GnWD6SbHbLpoSEJT2d1HeFUX959fiZrfofeNbdBaEiR4,0.0,-297.2675231937925,-297.2675231937925,1
2wTZ1oaLCYesRDUE9bAi3S7SU9M2kywnriq1zg1QJDwA,0.0,3112.235034124761,3112.235034124761,1
5RybHt3HNz2z5RXuQ6Cmg7Vqr3WHBCB911kxZ2fQUymv,0.0,-103.47786361377504,-103.47786361377504,1
6QQeBhEXAWrviasCKQ2uMcHYgyhE6NQrmz2PQeoZRhWw,0.0,-466.4826896343234,-466.4826896343234,2
8vc9iShkgyykYahcdJorRQpEfE2GUnt1dM61m3Xdfzp,29.489293516155158,0.0,29.489293516155158,1
3JcrEP9593MKg2mV27aH7gkhBJ6xk9ot6hJbAk9Jvuxh,0.0,1045.3321423257141,1045.3321423257141,1
cUb4b81arH8zzNJQpNmpCtSUNjwtb9XVnbJiMdbHgmb,-9.525889533625673,-14.421206954565605,-23.947096488191278,1
2s46NQ1xDB6TSMYJWuqEBtsSYbXk24BC9VDnrBEfwHoD,0.0,-274.3114055710729,-274.3114055710729,1
B8H8Zh8f1hpfib2jn5aHxdp3hJ8ZqyA8psi3tgcpyegg,0.0,-413.54626670245176,-413.54626670245176,1
FfzJWqv2jKYB2GH8ZAX3nzG1mgo9zzbY5LnDmyvSBJqm,-62.30901695256668,0.0,-62.30901695256668,1
AQaFpcYstCWgTERJzniuvuKStyzp2r6vTEJX3tk35Th6,398.06380448402433,3452.7469279671614,3850.8107324511857,2
CvioTv2kYpKvRn2hbYQdEv5xpiWu6zZV6J17SGCt7NWY,-21.722919999999988,-1127.684861981922,-1149.407781981922,6
BvCtvy7V1KdmXzSbG2Ttu7qA3a8haxACt8VYZyyQHy4r,0.0,-344.97135142533136,-344.97135142533136,1
9FnSXFmroTgGPhP7cknuKxdaAM8oQTN5X1sDf9kVSVnh,150.41915650349023,-659.3040660848295,-508.8849095813393,3
8bhJTFvBKLQBrhm5NkFtbihstG1FKtCxRhSJuyouod7q,0.0,-186.38206015466722,-186.38206015466722,1
8wpPCDmnJrzfueJrFfbg2Y7XbTBBtiH3SDJtyeAohHQH,0.0,-421.07887606945917,-421.07887606945917,2
BbsCNPc3WMME9vkkoqiHRhSo1GvAPuNMLRMbDVrwAEsM,0.0,-175.1198747290947,-175.1198747290947,1
65xX4oD7wAZddJG5Tkx4SEKRyuZEPkEB7uFER9posE9R,0.0,-255.3754185072534,-255.3754185072534,1
FFqbXuZyqbrdx5su27wGm14KNLnd1kFUpu4ohBSHCYRs,0.0,-481.7216807600296,-481.7216807600296,2
4QvTgxa59P9X6J8VM4Fi1nZMuyy5GQM6ZedPdQizWigR,0.0,-320.90229953256306,-320.90229953256306,1
3z2mU7einKvZYKoADYVmn6LLyaL91QkGuyMnLFdpsWbj,-120.01303242365884,-2622.4770806740157,-2742.4901130976746,5
HGekzxfgpBdJ69c7f3Z5UNJatgQhuj2KXdYwSZqprcN3,5.210394852074401,16.291714189310106,21.502109041384507,1
HG6UGyYpjEYNyep26tbaLKJN4KYJkeKGoe3UxYjk5Pnv,0.0,-235.6944859696281,-235.6944859696281,1
3MB8eA3MaFPSku2USHd1adH7cgMdSY15yjLRVoDmSrHy,0.0,-191.2987492123404,-191.2987492123404,1
Rt34wxfXPf9ah1opTXTu6qSph1spJ3oWxATAhvhGfJd,328.67134891408216,-397.4699920103909,-68.79864309630875,1
3seaUkU588TagWc8o8eEYcXbrN9qMwtd8JsYNhjG18nG,0.0,-206.8723394109026,-206.8723394109026,1
DETR6N1dGU8UcTG5vSkmAgi8nSUzhxTPo9LxD3sBGL5x,12.01734945522874,0.0,12.01734945522874,1
Dw4kAH8LhdmgfW1cgyvnWSwSDqkt37jeY7pW4oFkbGTu,60.55210819149465,-475.68063195519926,-415.1285237637046,1
yhNetX7EKWQHNwmGQFeakRcPVDHyezh5FLBqwigw4DJ,0.0,-57.15100729728624,-57.15100729728624,1
A2bYNDSijYByatHPaH6EvPU9G4q3xPLVLQXbUsfuXzFm,0.0,-157.23830522738027,-157.23830522738027,1
AGhyecZDNGsLgFMmRp2NzYTeawe6A8WxD2dKoyjjJMbY,0.0,-395.49922296214663,-395.49922296214663,1
Hr4Z8XcxobHdye31LUEFURqp82DZVZPohbCsfp9Jx8n4,-151.38937051069658,-204.98431858363574,-356.37368909433235,3
9SYkFEDr45gRm6tqxbmStu2QNHfMr24ZgCenJb5cZgiB,0.7878413163605273,-46.297913672299735,-45.51007235593921,1
D6S237aDZ8kwiJ8QG96WXf95Spt6rECfisctfxKxodAF,8.335939610644587,67.39119708309971,75.7271366937443,1
Es1iZzZeg5CVrTdfKVyE1Wfps8boGpHBwLZRiQe8Jxa3,0.0,-118.3009863031345,-118.3009863031345,1
Agx1CtQV6qXfi9yYCmTH1nagpkFATquDRG2XzzeYKGzw,0.0,-872.6276686055259,-872.6276686055259,2
GqXRQTKie85x9r7J5EAm1n2hRUBnivM4RswBbtvL6ief,0.0,-813.0490167152167,-813.0490167152167,3
9hjMgPmrbETJh8C6URFHkQG3DAWgh1uWtwbyYe4UQ5KW,-101.77910602060612,-437.04957559176944,-538.8286816123756,2
DZQXrAEApfr7DRdcAA9Dmm986YS9W37pyANsuMdKWxMD,0.0,-95.58552093559646,-95.58552093559646,1
8MAvLFfGgBnrVuC6pnj51BVMqqZN5cAH9jAfs9TwTLjf,-0.32935054001476427,-17.312526551309556,-17.64187709132432,1
FPi3UiLPfeSPKJRxGVsBhz82f2xJea21mJdWCJFG9bEp,-40.263646898046616,-466.0993987310668,-506.3630456291134,1
E2fRDK6us6yn3sZrSvGvcQ8CWFXKZqWFnzHCgL1kitBd,-129.03890641783585,0.0,-129.03890641783585,1
2BsT3UsGQkXeqPaCbGnrYP3hydH1AFYQF1f3M5Lxxw6e,-8.195044359220468,-72.8906495717101,-81.08569393093057,1
2BEpUqELwxVcHSNUgDau7Dp4tFczTv9aJCv6YuSsbk1W,-520.0653622287196,-734.3556974806621,-1254.4210597093816,2
HjSkdzCcZtm77KU4R3tjmuCbjG1Jj6wiGFeZx4veAQ2o,-15.741832379586342,-99.6256125774544,-115.36744495704075,1
EtdpEZocQcMuxp7sneRf1kqFd9k8Xo7iSMMukgn1Ampv,0.0,-415.3239771677936,-415.3239771677936,1
3Baur11Z2ymnNkg4LNyhGdRQnfCznqKzA49crUMaj3VV,0.0,-805.9729157059576,-805.9729157059576,4
GSGgdChrQ8YAwuYeizaPve7gP2A5mbnUFFCQ7jACWYTX,0.0,-860.68220287417,-860.68220287417,2
FRzd5KM2vrPVU43RNQDvfTqS8wmDEACxSXxDxDREjw3v,0.0,-34.86264852117064,-34.86264852117064,2
7Zw3j944X5Sf7YFXQh2fTpHbzUEvfVTrMcaypyu2tveT,0.0,-364.2078093091705,-364.2078093091705,2
8iCDM8gojzDubwMTVW6oWsPifyvbCa9mwXQvTFBeV4Pz,0.0,-104.04401323329508,-104.04401323329508,1
ETWGByzJh2cqv2e92iULDZiuYjEfionMS7E44Wyd2uio,123.40228016406061,-799.6068058536578,-676.2045256895972,3
GtoJemf4S1ZHuYieGsqA65v6ZT1y4aber5aiUEYNG2c4,0.0,-269.1063815695727,-269.1063815695727,1
Dm3isgKXDVts74W1QKBqGdasnfonHDXbyTEMeNCiuunL,0.0,649.6418478099584,649.6418478099584,1
CMatENgtnwkknV3xd4tdMxu9SsiuP2c87VASJ1pmdXsN,0.0,-538.5455557399828,-538.5455557399828,2
B7je9Yj5Pt3r2eRiHatpVLBM5FZu59mrNZkusnp4MFJL,0.0,-36.819986786358186,-36.819986786358186,1
6wDnVYuoHL2Zj5f6xgid1zKDnGp56UBntz9ezhz6wMbQ,0.0,-221.35549960869616,-221.35549960869616,1
6cwVsfnvBcWGxaXS3U5kxLXPdEA7bAt754PjXQU14xJn,0.0,-488.71346917621423,-488.71346917621423,1
2CPJePnXiuBxxkNrjbMdJbKZqsAnPf38AmaGyHXdD5Yq,0.0,56.58475753727433,56.58475753727433,1
4xXoxLnALg2uw3CDG51RhL6ypTcmYnPQq8MKNF1mBrD1,-11.543300615533056,-105.82022246093818,-117.36352307647124,1
AyxnM3X4TvakcEBaSya8PonUknb8s2VCgTpYkfTXKuJQ,-185.78443823748268,0.0,-185.78443823748268,1
9LdNG43EnCTMuGcCVkFEmrR1uXkTZK3pUV4fnSCrgY4p,-47.00430966326384,-2.297314164680612e-14,-47.00430966326386,1
8jqV7F4YteCWFLqFD6nEd5H2GQqjk2rE2B8Nsv3nLPM8,-304.973074,0.0,-304.973074,2
2VhXyDZfhJuxMz4cDAcWEqkA2g795FDScTda6wyYwR8L,-345.6813449321528,0.0,-345.6813449321528,1
Czs8bSUEE34QkmB5jn8XUCHmfbcpx2BKMxJCQxAnREF5,0.0,-743.8958881451097,-743.8958881451097,1
55Hp3XFoumZF29Y76n7sP46xeiQLEj5Q3o9t3YFGCX8o,0.0,6269.8277249553075,6269.8277249553075,1
FDgQX1u3yr3sHkRkknQN4jK1o3f9u4RY1jhR4CuhFpqg,-2.986552824452076,0.0,-2.986552824452076,1
GAWxgPcD1nVeNtwNpQQPhaXRaGoj9eNYUb8rmNCtXkxX,-53.37295070603108,-157.69000790883237,-211.06295861486345,1
E7g9SNPGZfSbAvTCcHNgSBscxJkmh7tcMj8WQKZmSXR1,0.0,-315.5453519460576,-315.5453519460576,1
BMVw24s5WWrPqJg5BGXr2cRfRHGTqYp54YCYNcVNQqG4,0.0,-126.34417239346988,-126.34417239346988,1
Ds7kuD3jjM2QnqGAffK2XTbPszADiaiaEmKwwMnpdAqf,0.0,-138.260211419337,-138.260211419337,1
DNDb4SxysbLJaCdsFrSZTUFPsTtjENdRceRs5XoXgHtU,0.0,-82.04407275210082,-82.04407275210082,1
FFXLiaCX2dRcg8RxjciKJvAUvo7oyXkMxAPXK4ztRzwh,0.0,-99.57435882348696,-99.57435882348696,2
3EQGPktj96EFN8sX6pchd7DFhjLMUM6VB3xe1UmjRdfR,38.15143922557465,-971.5197963397455,-933.3683571141709,1
GJMVoirkcGTJDSjobyEQ24QvoC7g7ujd8BUwqZsZgmkx,93.93256442363747,-779.1716248193118,-685.2390603956743,1
BR1DoibGC1Sd4qd2ot1b8HHEVtsvVbMP2BV3txNsQv4t,0.0,30.667835519599976,30.667835519599976,1
bxh6vaUNWwvAmWJuPRgpco7EhzNwocqgWsYe5V2msUi,0.0,-1897.0226543804656,-1897.0226543804656,3
5EbCTUMaLrYAVQWhrn2iHEc2ihk77oX4bgShza2YXimw,0.0,-67.96761802259712,-67.96761802259712,1
2pidmg2QDs8j98W4ZZrPNgTiMdzbqmRxtFLjbkX2i6ic,0.0,-564.5780852130652,-564.5780852130652,1
BcR8oZkiM458tmXLWE3Xia5mt3FuvDhXgLne82fmXmF1,-3.477074000000016,-633.8993276444795,-637.3764016444795,4
4KwJ32H1wPzNsWDZvrbdjKxcJFgv7b9KPXwKy41FV8XL,-184.12995513665135,-1719.365562746273,-1903.4955178829246,5
8uodWZztnQ1mTBEwYsHh1n6yNmZ7s9YaAL51WdKGAVz7,0.0,-1683.5903184922588,-1683.5903184922588,1
GZRhbwFwNNZkd6ect3ZpLX8wuBx5zGmjoTphkVuSyedn,0.0,-401.59632226954557,-401.59632226954557,1
8Y5KYNYY4rofk2RAH4f6isVLWEmAJ4Bd4He6BTgZ6kad,-168.02777342454343,0.0,-168.02777342454343,1
9PnzTFq8MTXQKdicRa32bB7VFDTAbGyBQA3atmrWfXA8,10.012515372492615,-51.384621462610156,-41.37210609011754,1
FHMZq8igWNWBgj3BaJq8BaCbbeQQD1ZcjzNwtvFr1DfZ,223.16546338692862,980.688868821537,1203.8543322084656,1
DHm8WF5pW2jS139i8tWdWENosaiPFJEriUAJiEZfBF4n,-17.491405985449916,-400.94447263980703,-418.4358786252569,2
GApfMC2676ENdEZnhF4iVFVZNfiqMjiJQEMH7eZhy4GU,-156.91300290542105,-627.397704649885,-784.3107075553061,4
98vPk3Dm8GNNUGiehEf19mDtGYjCGbEacE3gyqw4svTe,600.9677678379967,-1.1259076043193421,599.8418602336774,1
Gu1w2tgGUHsv5BLm6veLRtMyXcpkTsUj6UnonQD54mxB,0.0,-785.2103543996271,-785.2103543996271,1
FiZqSex6XcyCbZVrxj5Vbzo8JeqJHHn61ypLAYDATaci,897.0935564806714,-501.07078913165583,396.02276734901557,1
J4BWPST3nzCY1omdLAFvDLwndpXkBq9d1syL87Cq4vuZ,0.0,-21.94652541592457,-21.94652541592457,1
4RXCH2tPU8DAzGAxoCVxpup2ohB6xtRpGxwtriq8YGXc,65.21148002124187,-929.3950619706479,-864.1835819494061,1
8bBP8BHbZ3GpgRYwFynEkjuFUxfqzej4LkCJAdUP8nDs,-461.71203724775955,-2460.0882878451957,-2921.800325092955,5
AazZbMJbBkvSUvjDc3bSazUUEpiiNx8Lg92mRcfHEcj3,215.14076949251898,-503.1547866743098,-288.0140171817908,2
BRJhmyLex3miw7Lm3RsqPdAuhAHNk6bZSR2ZSeqEU3Gc,0.0,-170.12243925050524,-170.12243925050524,1
5Ccor4UmzDCqZqmjBQ1iESkwbS7Yykjc9og9YuWsCfQ4,-530.0709393686628,-2238.832301163024,-2768.903240531687,8
2PnZyjVwiHJ4gmmAk15gQzidaDf3sDSL1YR7eSez719a,0.0,-402.6572825650408,-402.6572825650408,1
BHPMcS3BDEG9TTQNRLWECa3hw1xTo5Y3mjkdfWLEKXD5,-233.6841344431871,0.0,-233.6841344431871,1
E7sQhtt47dgdjRfB8yabPukpB6z4Ni7TVuoxCjBwgYZX,0.0,-335.4812436823282,-335.4812436823282,2
AX72dJ6Esa9bpYbSNq9oCLmta7xUewQ1umAnQt1oVUij,0.0,-239.56667151665775,-239.56667151665775,1
BNMrvraSVEfcDaS8Viy9W8qeDkETZMVHaEcsUz7QbaCG,0.0,-206.2927483658339,-206.2927483658339,1
BhaVez7ZN46zVYTyDgQ4DVqCEjthzZNdeQQuEkM8LDJd,-68.22797987043006,-215.08807574462153,-283.3160556150516,2
E75dJWBTAqiUFksdG5t6WtNWVgK6e57FiYAD2TpVfvgk,0.0,-69.23080877951952,-69.23080877951952,1
BZRa31sRd6PvZoLAmQSvDU6sHMZMPxD6NVpRbpM1gVSc,-43.62142122594679,-649.7454808490047,-693.3669020749514,3
8qe5HAq5wUZKMqTSmeAbD35S5RZ9wpYyWSGGqkRwi87v,0.0,32.82429209192287,32.82429209192287,1
FekgDCpbhuecobLPZFcbT26HEoXpUYjeZcqrMRum9z5U,0.0,-123.12077981722919,-123.12077981722919,1
9LfGPfdePX6ZEWdvREpvQT3nMgPDCcuQdkMiwooSBBXt,3.582398101425099,0.0,3.582398101425099,1
GMtEezC28CTFbooDq5YCndtNFp7k47rEu9kChknoGNj4,-106.41162970638601,-422.21630577093595,-528.6279354773219,2
64CzwD3yUTTJzQsGgQWiavUv6a6ikAYGCDXghshTVCep,0.0,-1289.8734120880322,-1289.8734120880322,3
BjaXL1FxLUNawVzvxLh2wHk9rHivz75SHnxihhWVwTAv,-25.235468261832693,0.0,-25.235468261832693,1
ESJJh6h7gYaW5bWa6CatzZ96PVnQyXRasNZGb984BRAW,-1.8697855913508614,-29.64307027808788,-31.51285586943874,1
6hCtb25THMoZjvxPbE3sttCEswJkKyuSEHy9bhY1tB3U,0.0,-30.68500340068337,-30.68500340068337,1
EuKrgeERCRepjX5aQimnRcG32h6CgxZcaZmtTkC7Zwgt,12.395729624028661,-1049.0255425979965,-1036.6298129739678,1
29d82DRSaEN4x5XVx7ZufzAxbZ24SkkP3u2xPS4TNuDj,-244.36805864317094,0.0,-244.36805864317094,1
3vUieUnWVw6eNrnhP86dCvdaov2ioz37eWkhGjtrKDeW,0.0,-133.894918261143,-133.894918261143,1
G5T2ZfnHyjF3Kys5bBrGNi2YiURxdBcA9DKiMpnRp8qw,0.0,-181.990452160823,-181.990452160823,1
EzfYoKsDWesY7qhZ1wcJrDD16eacxBcXBT8ABYWyvkXF,0.0,59.15992204936873,59.15992204936873,1
C5RmgQXiNZE5axJDz61EPMzUswcEpZ3wtxjuPUjLWLy8,0.0,202.09049719726013,202.09049719726013,1
Dh4QYc7JZGyP749vZnfYaGpMYPNUxArx2P8is7AVCz5v,0.0,382.5202643453803,382.5202643453803,1
9AYZiMvoXJBmUGtGHzkyts5x4Hqzd9JDZWTpjdAcoYYP,0.0,-176.92219474338754,-176.92219474338754,1
Dz5ek8QrMcYiZpZZhbKMMU6WjSP6rQRq4q7kvTbYzwCf,0.0,-231.10437764858165,-231.10437764858165,1
ByayG5w74YNViVnpffayer1DGEFEv53P78MKFr9YbZHt,-34.557508903669714,-791.952011134762,-826.5095200384317,1
7E7XeGcSurcA7AqrncdLuUsRXfKRtfN4w5AySzoRf3Qe,-239.6478498368173,0.0,-239.6478498368173,1
6vjCsokh8dQsHaaKrK6yg8ZuZmUx1hNqXiVCCAwvtuVX,0.0,-425.80651689769815,-425.80651689769815,2
EGn2CMroD8prP5CQL3rvQ3XYyomsR8NiVaxEP7YTMfrz,0.0,-240.37667150000408,-240.37667150000408,1
CBp4JRrYHKQF1TPw8jkyqfcbYLie9QXscBJm6ybGR6H9,-22.740533184989943,0.0,-22.740533184989943,1
7dBgmJoiWd6hQJi76aNymzradQnwVt2P8BpPdGkQWtza,0.0,-113.56083711480287,-113.56083711480287,1
FKGoR54R1addhEaBzbTve8ihHXeTPSd23WsK22Ped21,0.0,-1636.0789685864647,-1636.0789685864647,5
6nKpX4rHQMSVjhqQeHJxqYnmH1NFUsVXs57iRVz8zHbr,0.0,-1212.098800962989,-1212.098800962989,1
FoW8Ve3oBeiAmEtRzWQtKheQLKBFAXyxr6Y1HpiLhWN6,-290.776013644758,-573.6553442850777,-864.4313579298357,1
A8XNWJeLdfthhSNwjr2aY4MXHMMNijJsJNySzdjrS4pe,0.0,-4.073414219200231,-4.073414219200231,1
42qmpKgMLQerks9zLKVSFg7jmrs3fNCJRZtZKH8KonH3,9.09485739552434,-73.87386499647073,-64.77900760094639,1
8rRLXxr8ntTRY5Tjccbk9GGQd9imeMA8GcUMwWVjonH3,68.76243200000005,0.0,68.76243200000005,1
